PlanetId	NaturalId	Name	NamerId	NamerUserName	NamedTimestamp	Nameable	Gravity	MagneticField	Mass	MassEarth	SemiMajorAxis	Eccentricity	Inclination	RightAscension	Periapsis	OrbitIndex	Pressure	Radiation	Radius	Sunlight	Temperature	Fertility	Surface	Plots	CountryId	CountryName	CountryCode	GoverningEntity	CurrencyNumericCode	CurrencyCode	CurrencyName	CollectionCurrencyNumericCode	CollectionCurrencyCode	CollectionCurrencyName	LocalMarketFeeBase	LocalMarketTimeFactor	EstablishmentFee	WarehouseFee	PopulationId	ChamberOfCommerceId	WarehouseId	LocalMarketId	AdministrationCenterId	ShipyardId	SupportsGhostSites	CurrentCOGCProgram	CurrentCOGCProgramEndTime	Timestamp	Resources	WorkforceFees	COGCPrograms	PopulationReports	CelestialBodies	HasShipyard	HasAdministrationCenter	HasChamberOfCommerce	HasWarehouse	HasLocalMarket	Rocky	Gaseous	LowGravity	HighGravity	LowPressure	HighPressure	LowTemperature	HighTemperature	Fertile	EntityId	EntityName	EntityFriendlyIdentifier
00a7679eda0d1bf1fdbb9d183c008bd7	UI-986d	UI-986d				True	1.092601	0.9901128	1.0437156000178719e+25	1.7476818486568515	214027549000	0.017708230122766826	0.02356882618168497	0	0	3	106.9568	6.4836885e-26	8062837.5	200.69974	-44.73711	-1	True	431				b7518c8b5c2fa1c62576fbf4b33e9742	5	ICA	Austral	5	ICA	Austral	0	0	0	0	6e588a93df82ae94f72c442fbec8401b						False		0001-01-01T00:00:00	2026-07-06T19:29:10.43218Z	[{"MaterialId":"eeff5ee913d34354be84177847fbfe48","Type":"MINERAL","Concentration":0.7477789178264549},{"MaterialId":"14d35a43454dd8e9797fc36f4ee59698","Type":"GASEOUS","Concentration":0.13007660679925806}]	[]	[]	[]	[]	False	False	False	False	False	True	False	False	False	False	True	True	False	False	00a7679eda0d1bf1fdbb9d183c008bd7	UI-986d	UI-986d
00b6a9f5df717fb0f92f45ae56de8713	LS-746d	LS-746d				True	1.2135904	0.8080961	7.835271759273378e+24	1.3120012992755152	92249716000	0.02637853492803867	-0.044568575685059605	0	0	3	8.0060835	4.720075e-26	6628551	7.52774	-204.60876	-1	True	391	18419e6fd11b5af8bf0d0a996ad1a622	Antares Initiative	AI	f53cf30e64e088c21dd0667b713ec88c	1	AIC	Martian Coin	1	AIC	Martian Coin	100	5	0	2000	95592e4b6c330821ea1d4f47143c7f9e						False		0001-01-01T00:00:00	2026-07-06T08:10:52.401096Z	[{"MaterialId":"bcf4a2029e461cf76d29de8c66ec2ff9","Type":"MINERAL","Concentration":0.04039502855754672},{"MaterialId":"7e3f98a49ce2d3c8361975de8b4bbea4","Type":"MINERAL","Concentration":0.16900704173249212}]	[]	[]	[]	[]	False	False	False	False	False	True	False	False	False	False	True	True	False	False	00b6a9f5df717fb0f92f45ae56de8713	LS-746d	LS-746d
00b756be7e3ab615b93decda00cbe960	UQ-010a	UQ-010a				True	0.5180954	0.51818925	2.6195572319317483e+24	0.43863985799259014	26480729000	0.020403131194882563	0.05329720056435658	0	0	0	0.69574577	1.4102657e-24	5865928	89.58264	-132.52936	-1	True	370				7dc4317ae70124967e4193f817495646	2	CIS	Sol	2	CIS	Sol	0	0	0	0	95043775602da80876bca8bd62e7cd78						False		0001-01-01T00:00:00	2026-07-05T17:20:12.31338Z	[]	[]	[]	[]	[]	False	False	False	False	False	True	False	False	False	False	False	True	False	False	00b756be7e3ab615b93decda00cbe960	UQ-010a	UQ-010a
00c043af5df7f15225a9d70539d78e12	WU-308e	WU-308e				True	2.072219	0.5286536	9.099389128217234e+26	152.3675339621104	405059051000	0.033007843499487995	0.0029764690862921998	0	0	6	0.85466516	5.5960914e-27	54665828	0.3633658	-214.10352	-1	False	623	18419e6fd11b5af8bf0d0a996ad1a622	Antares Initiative	AI	6d11f8e7415f78097d38dcdd2b547b1d	1	AIC	Martian Coin	1	AIC	Martian Coin	100	5	0	2000	da173d1382f0751852d6f73ddd4f9f27						False		0001-01-01T00:00:00	2026-07-04T20:12:14.659785Z	[]	[]	[]	[]	[]	False	False	False	False	False	False	True	False	False	False	False	True	False	False	00c043af5df7f15225a9d70539d78e12	WU-308e	WU-308e
00cd3ee8eea34d917c7fc3874cddd4df	AS-479a	AS-479a				True	0.69477797	0.065138586	2.9278720981949506e+24	0.4902665938035751	25029115000	0.04888465053827812	-0.05557105524095946	0	0	0	0.02115455	2.912516e-24	5355261	95.34996	-132.01361	-1	True	356				04006affaa3f20e0c30819daf829466e	5	ICA	Austral	5	ICA	Austral	0	0	0	0	1e959875370e45556de30b8aad4f4c09						False		0001-01-01T00:00:00	2026-07-06T19:28:05.122295Z	[{"MaterialId":"eeff5ee913d34354be84177847fbfe48","Type":"MINERAL","Concentration":0.6983504389021516}]	[]	[]	[]	[]	False	False	False	False	False	True	False	False	False	True	False	True	False	False	00cd3ee8eea34d917c7fc3874cddd4df	AS-479a	AS-479a
00d7532a6cb4a188f2b9590c5adf9706	OE-568b	OE-568b				True	0.39377165	0.86088157	2.9860000000000002e+23	0.05	102368010000	0.01555083864307898	-0.014605300489693043	0	0	1	0.19049788	5.846471e-23	2271696.5	12862.002	207.61728	-1	True	271				1453f7bad256edbd36bb0a2d700d1f81	1	AIC	Martian Coin	1	AIC	Martian Coin	0	0	0	0	8bb3ba0d5935f090411e10ab061ce4f0						False		0001-01-01T00:00:00	2026-06-29T20:46:39.485351Z	[{"MaterialId":"eeff5ee913d34354be84177847fbfe48","Type":"MINERAL","Concentration":0.045842727923442746},{"MaterialId":"e97bde9e60d4c60a16205d2c859eda62","Type":"MINERAL","Concentration":0.26766893942966025},{"MaterialId":"bcf4a2029e461cf76d29de8c66ec2ff9","Type":"GASEOUS","Concentration":0.08483127545432205}]	[]	[]	[]	[]	False	False	False	False	False	True	False	False	False	True	False	False	True	False	00d7532a6cb4a188f2b9590c5adf9706	OE-568b	OE-568b
00f672d821b693817957ad1069512fba	WB-948a	WB-948a				True	0.94742966	0.25320777	6.157293009896766e+24	1.0310269607998603	42915385000	0.013048568371342432	-0.005023892712916441	0	0	0	0.8103377	1.268278e-22	6650419.5	5197.735	98.400925	-1	True	392				84108aa561ee76861d0501f0d37d5c54	4	NCC	NCE Coupons	4	NCC	NCE Coupons	0	0	0	0	0006f16c487ecaa0075529253bd33683	043c51422c673e1b34ffd2582951dd70	815dd9d12399de59608f22c031bb8e23				False		0001-01-01T00:00:00	2026-07-06T20:24:44.52931Z	[{"MaterialId":"bcf4a2029e461cf76d29de8c66ec2ff9","Type":"GASEOUS","Concentration":0.11580757760277818}]	[]	[]	[]	[]	False	False	True	True	False	True	False	False	False	False	False	False	True	False	00f672d821b693817957ad1069512fba	WB-948a	WB-948a
00fb156286e75845197d99bd02633b4a	KW-020e	KW-020e				True	1.4751418	0.087012745	3.3374234841481074e+25	5.588451915854165	461740281000	0.04978430596795794	0.06894833811645965	0	0	4	3.710187	4.3108156e-24	12408418	144.50874	-105.10682	-1	True	551	981c095a8ddc128232a149e109448ed8	Castillo-Ito Mercantile	CI	541dade93a98724ed5f74e3527270174	2	CIS	Sol	2	CIS	Sol	100	5	0	2000	f3f62a95aab43cc4997e3f5890e0b1b8	d986d4a5c2a878446f8021b5f9619671	4054fbac0619bedd167bfd8162eea930		541dade93a98724ed5f74e3527270174		False		0001-01-01T00:00:00	2026-07-06T18:11:20.171584Z	[{"MaterialId":"c5236c5b79b9e75ddbce16887aeda338","Type":"MINERAL","Concentration":0.27302499636104277},{"MaterialId":"eeff5ee913d34354be84177847fbfe48","Type":"MINERAL","Concentration":0.45402267597169904}]	[]	[]	[]	[]	False	True	True	True	False	True	False	False	False	False	True	True	False	False	00fb156286e75845197d99bd02633b4a	KW-020e	KW-020e
010d4066a48623df5a254e010f371d65	HY-865d	HY-865d				True	1.5909488	0.073000506	2.013517917917885e+25	3.3715973173440803	148305019000	0.016907038185409073	0.026276599484606773	0	0	4	1.1887622	8.627117e-26	9280626	2.8482993	-211.20615	-1	True	465				b75fc36764299a95eb0aa3784be4a856	5	ICA	Austral	5	ICA	Austral	0	0	0	0	30f6346ab54d9bf4c067640395dcb6bb						False		0001-01-01T00:00:00	2026-07-06T09:42:55.931211Z	[{"MaterialId":"fc9e1183c47d97315434a8b2c768d35c","Type":"MINERAL","Concentration":0.025908320433692407},{"MaterialId":"e9dc6ec89adb62b9ef83031d89e3ce99","Type":"GASEOUS","Concentration":0.017989604702403017},{"MaterialId":"e97bde9e60d4c60a16205d2c859eda62","Type":"MINERAL","Concentration":0.5851101627175309},{"MaterialId":"6dd01a9f12e493d44bbb8ce578f7a2d2","Type":"MINERAL","Concentration":0.2012853199439797}]	[]	[]	[]	[]	False	False	False	False	False	True	False	False	False	False	False	True	False	False	010d4066a48623df5a254e010f371d65	HY-865d	HY-865d
011b26f097d787ecb552b7d38caedaa0	FK-371c	FK-371c				True	1.1927258	0.18434694	1.0823165310314237e+25	1.8123183707826922	182428816000	0.01444376495820027	0.05513373666641038	0	0	3	2.8790808	7.71434e-24	7858406	289.46277	-93.84095	-1	True	425				f43231e46a5c61f5d5ff3239ff9eee25	5	ICA	Austral	5	ICA	Austral	0	0	0	0	0114ba2060166a23cda13e3cc54b6e02						False		0001-01-01T00:00:00	2026-07-06T14:28:55.020112Z	[{"MaterialId":"e9dc6ec89adb62b9ef83031d89e3ce99","Type":"GASEOUS","Concentration":0.1141246207735129}]	[]	[]	[]	[]	False	False	False	False	False	True	False	False	False	False	True	True	False	False	011b26f097d787ecb552b7d38caedaa0	FK-371c	FK-371c
01214281bf1d8befcc7a8dc05caffdb0	JS-913h	JS-913h				True	2.669377	0.822255	1.8429448535775236e+27	308.5975977189423	769590652000	0.03228824548658255	0.02078467143754007	0	0	7	0.60005563	5.937214e-28	68545480	0.102231525	-221.43092	-1	False	692	981c095a8ddc128232a149e109448ed8	Castillo-Ito Mercantile	CI	269590d1465af52e5817b6c73ca34988	2	CIS	Sol	2	CIS	Sol	100	5	0	2000	8f14613454fd26ecc2a69a41669f557e						False		0001-01-01T00:00:00	2026-07-06T00:38:50.295844Z	[]	[]	[]	[]	[]	False	False	False	False	False	False	True	False	True	False	False	True	False	False	01214281bf1d8befcc7a8dc05caffdb0	JS-913h	JS-913h
012c31775dc031bed544bbc45bd67c1d	LB-716c	LB-716c				True	1.2124188	0.9046448	9.94788367878999e+24	1.6657541324162741	184195125000	0.01958616063159388	-0.00941061842761041	0	0	3	85.20412	8.371902e-25	7472512.5	268.70715	-74.29831	-1	True	415	a6d40e12e79f0b2d644bfe0880fd219d	NEO Charter Exploration	NC	8c15144149e689c106495fa544bfc5bf	4	NCC	NCE Coupons	4	NCC	NCE Coupons	100	5	0	2000	177c79281160175b61d88ad7214659ce	1a4cbc156f146a0b493935b2084ce631			8c15144149e689c106495fa544bfc5bf		False		0001-01-01T00:00:00	2026-07-05T16:55:45.696518Z	[{"MaterialId":"eeff5ee913d34354be84177847fbfe48","Type":"MINERAL","Concentration":0.023556092243935435},{"MaterialId":"b9640b0d66e7d0ca7e4d3132711c97fc","Type":"MINERAL","Concentration":0.4354610378429301}]	[]	[]	[]	[]	False	True	True	False	False	True	False	False	False	False	True	True	False	False	012c31775dc031bed544bbc45bd67c1d	LB-716c	LB-716c
012d9eb930c99600fe7eab56e7a717e4	EX-183f	EX-183f				True	0.7945578	0.36668283	6.328168414390121e+25	10.596397210968052	738405258000	0.04111697415481907	-0.00014263487939723937	0	0	5	1.1484169	1.1698427e-24	23281120	56.533463	-144.00453	-1	False	466				acf155fd6c837197535587a0f9afbebb	4	NCC	NCE Coupons	4	NCC	NCE Coupons	0	0	0	0	8894146f8669fa091f6f0cc301c98f11						False		0001-01-01T00:00:00	2026-06-27T19:37:32.877736Z	[]	[]	[]	[]	[]	False	False	False	False	False	False	True	False	False	False	False	True	False	False	012d9eb930c99600fe7eab56e7a717e4	EX-183f	EX-183f
01307ec780c63d799c087fb5b6827f5c	PD-718d	PD-718d				True	0.93730545	0.42979586	6.925023844060839e+24	1.1595820234529202	164419812000	0.009600277148885308	-0.05504095140908211	0	0	3	2.9983766	6.4755545e-24	7090840	347.573	-102.53771	-1	True	404	4a2fe1ae3e1ca07dcfebbdf25c4b8d6a	Insitor Cooperative	IC	8d2d841e7af6f1cd7d07567e4c353c17	5	ICA	Austral	5	ICA	Austral	100	5	0	2000	d41f3e176e70be5fb7d1e85f9cb52970						False		0001-01-01T00:00:00	2026-07-05T16:45:53.82281Z	[{"MaterialId":"1f9a0293d9ba9bf519f71432e695edeb","Type":"MINERAL","Concentration":0.4940543543227671}]	[]	[]	[]	[]	False	False	False	False	False	True	False	False	False	False	True	True	False	False	01307ec780c63d799c087fb5b6827f5c	PD-718d	PD-718d
01602318681a465078a57ee5c418df97	AM-628a	AM-628a				True	0.44337106	0.4150773	3.78543500334042e+24	0.6338638652612893	83573006000	0.005129682767192378	-0.057889458250556865	0	0	1	0.14054361	8.237849e-23	7622577.5	4310.372	72.69465	-1	True	419				1c87ede148a54ede6fce1f18cfe34243	4	NCC	NCE Coupons	4	NCC	NCE Coupons	0	0	0	0	f60198867f872b33fb3e07ed14d7d360						False		0001-01-01T00:00:00	2026-06-27T18:15:26.377506Z	[{"MaterialId":"e9dc6ec89adb62b9ef83031d89e3ce99","Type":"GASEOUS","Concentration":0.0200160337685941},{"MaterialId":"b9640b0d66e7d0ca7e4d3132711c97fc","Type":"MINERAL","Concentration":0.02113957117061352}]	[]	[]	[]	[]	False	False	False	False	False	True	False	False	False	True	False	False	False	False	01602318681a465078a57ee5c418df97	AM-628a	AM-628a
016587b8db27f5a3eaa70601a018c51e	NH-555i	NH-555i				True	1.5498389	0.7466406	4.6424048353706246e+26	77.73618277579746	20625914722000	0.04859089937475002	0.046360241235656616	0	0	8	0.93075216	8.856386e-26	45149800	10.698404	-178.07953	-1	False	575				d372300f3099fd1d1fbb9e12c0749c0e	4	NCC	NCE Coupons	4	NCC	NCE Coupons	0	0	0	0	07aeaebf326189e3dcbc06b274b02197						False		0001-01-01T00:00:00	2026-07-06T19:27:10.133174Z	[]	[]	[]	[]	[]	False	False	False	False	False	False	True	False	False	False	False	True	False	False	016587b8db27f5a3eaa70601a018c51e	NH-555i	NH-555i
017015133a07d2efd9b734b6b437247e	CG-339c	CG-339c				True	0.80729496	0.24222468	8.076854679470768e+24	1.3524538981029417	111982249000	0.004463685925745712	0.022630789728995414	0	0	2	2.6798844	1.87544e-23	8251495	757.46423	33.875305	-1	True	436				a74ebd3ac352dc4eb5b40674276acd5e	5	ICA	Austral	5	ICA	Austral	0	0	0	0	a9564c5da107620b69874824696d74c3						False		0001-01-01T00:00:00	2026-07-06T14:27:43.156545Z	[{"MaterialId":"bcf4a2029e461cf76d29de8c66ec2ff9","Type":"LIQUID","Concentration":0.015016967990032763},{"MaterialId":"1f9a0293d9ba9bf519f71432e695edeb","Type":"MINERAL","Concentration":0.481139784262532}]	[]	[]	[]	[]	False	False	False	False	False	True	False	False	False	False	True	False	False	False	017015133a07d2efd9b734b6b437247e	CG-339c	CG-339c
01989156e07da03dde8332b2e11d6d80	AM-884b	AM-884b				True	0.71503556	0.9646339	2.8493527315699255e+24	0.4771186757484805	34336127000	0.014533184993806226	0.008680346008031388	0	0	1	5.7652664	5.931263e-26	5207591.5	51.328552	-152.15318	-1	True	352				ea09a71e591c159a871e8fe7b6a24453	2	CIS	Sol	2	CIS	Sol	0	0	0	0	d089874fc310da53de9fbd66244ad16c						False		0001-01-01T00:00:00	2026-07-02T13:41:17.39166Z	[{"MaterialId":"ec8dbb1d3f51d89c61b6f58fdd64a7f0","Type":"MINERAL","Concentration":0.6117679714997732},{"MaterialId":"ea550373234a7c171de0f525922af5be","Type":"MINERAL","Concentration":0.03483100361958597},{"MaterialId":"e9dc6ec89adb62b9ef83031d89e3ce99","Type":"GASEOUS","Concentration":0.18686712153959986}]	[]	[]	[]	[]	False	False	False	False	False	True	False	False	False	False	True	True	False	False	01989156e07da03dde8332b2e11d6d80	AM-884b	AM-884b
019f8179724ec8b98b4d0c8311ffab60	IY-387e	IY-387e				True	1.4487772	0.50333506	1.9184883490979634e+25	3.21247211838239	712256739000	0.04734994131456599	0.05111550768576035	0	0	5	21.547747	3.0171312e-25	9493064	18.59217	-179.43126	-1	True	471				595f2b15ee7a0ea14815ca8b1aa177ca	1	AIC	Martian Coin	1	AIC	Martian Coin	0	0	0	0	074f89f8e657580b1aa93da154a44c75						False		0001-01-01T00:00:00	2026-07-03T23:33:45.089581Z	[{"MaterialId":"ea550373234a7c171de0f525922af5be","Type":"MINERAL","Concentration":0.026047776029623937},{"MaterialId":"c04de28c3e717f236d6ed177b89d9523","Type":"GASEOUS","Concentration":0.07044356194232756}]	[]	[]	[]	[]	False	False	False	False	False	True	False	False	False	False	True	True	False	False	019f8179724ec8b98b4d0c8311ffab60	IY-387e	IY-387e
01a1e93fe53f82bbcde1144a68a19b23	PB-673e	PB-673e				True	2.1887004	0.20459646	9.650952367018491e+26	161.6033551074764	512014298000	0.016647757655954616	0.0496668400772818	0	0	6	1.2143124	6.1533728e-27	54779684	0.23676915	-222.16658	-1	False	623				93b6a1e57784eecb75a121c0500f02e1	4	NCC	NCE Coupons	4	NCC	NCE Coupons	0	0	0	0	f8e1b63320622e1f9b0791d0dcbd1cb1						False		0001-01-01T00:00:00	2026-06-24T12:32:55.215219Z	[{"MaterialId":"a014493f8716f1636704dc836acc66ec","Type":"MINERAL","Concentration":0.05867339692263506}]	[]	[]	[]	[]	False	False	False	False	False	False	True	False	False	False	False	True	False	False	01a1e93fe53f82bbcde1144a68a19b23	PB-673e	PB-673e
