LOOKUP TABLE BUILD — 12-selection -> operatingEmptyMass
======================================================================
Blueprints: 87   distinct 12-selection combos: 61
Key field order: engine | stlTank | reactor | ftlTank | cargo | hull | heat | whipple | stability | radiation | drone | seats
     915.5  x 1  BP-BTQI-7530   V=  1095  ENG|MSL|RCT|MFL|SCB|BHP|NONE|NONE|NONE|NONE|NONE|NONE
     916.5  x 1  BP-SQHH-0614   V=  1095  ENG|MSL|RCT|MFL|SCB|BHP|BPT|NONE|NONE|NONE|NONE|NONE
     917.6  x 1  BP-XTGD-7413   V=  1095  ENG|MSL|RCT|MFL|SCB|BHP|NONE|NONE|NONE|ARP|NONE|NONE
     920.7  x 1  BP-UOAL-4711   V=  1095  ENG|MSL|RCT|MFL|SCB|BHP|NONE|BWH|NONE|NONE|NONE|NONE
     920.7  x 1  BP-GHOV-0545   V=  1095  ENG|MSL|RCT|MFL|SCB|BHP|NONE|NONE|NONE|SRP|NONE|NONE
     967.5  x 1  BP-OEFO-2864   V=  1095  ENG|MSL|RCT|MFL|SCB|RHP|NONE|NONE|NONE|NONE|NONE|NONE
     969.5  x 1  BP-CJZI-6715   V=  1080  ENG|SSL|HPR|SFL|SCB|BHP|NONE|NONE|NONE|NONE|NONE|NONE
     977.8  x 1  BP-AXRC-2155   V=   963  ENG|SSL|RCT|SFL|SCB|BHP|NONE|NONE|NONE|NONE|RDL|NONE
     987.5  x 1  BP-VUNR-1627   V=  1090  ENG|SSL|HYR|SFL|SCB|BHP|NONE|NONE|NONE|NONE|NONE|NONE
    1046.8  x 1  BP-QEQW-2455   V=  1488  ENG|SSL|RCT|SFL|MCB|BHP|NONE|NONE|NONE|NONE|NONE|NONE
    1060.7  x 1  BP-GLFR-5857   V=  1373  ENG|LSL|RCT|SFL|SCB|BHP|NONE|NONE|NONE|NONE|NONE|NONE
    1146.8  x 1  BP-AXDN-7712   V=  1488  ENG|SSL|RCT|SFL|WCB|BHP|NONE|NONE|NONE|NONE|NONE|NONE
    1294.9  x 1  BP-DTUV-4363   V=  1608  AEN|SSL|HPR|SFL|WCB|BHP|NONE|NONE|NONE|NONE|NONE|NONE
    1327.0  x 1  BP-BYIP-7818   V=  1614  ENG|MSL|RCT|SFL|WCB|RHP|NONE|NONE|STS|NONE|RDS|NONE
    1347.0  x 1  BP-BXYK-5103   V=  1614  ENG|MSL|RCT|SFL|WCB|RHP|NONE|NONE|STS|NONE|RDS|BGS
    1456.2  x 2  BP-UJUA-7750   V=  2538  ENG|SSL|RCT|SFL|LCB|BHP|NONE|NONE|NONE|NONE|NONE|NONE
    1662.4  x 1  BP-UMTS-3580   V=  2664  ENG|MSL|RCT|SFL|LCB|RHP|NONE|NONE|STS|NONE|RDS|NONE
    1679.4  x 1  BP-MNWM-4454   V=  2663  GEN|MSL|RCT|SFL|LCB|RHP|NONE|NONE|STS|NONE|RDS|BGS
    1680.4  x 1  BP-MSWC-4866   V=  2663  FSE|MSL|RCT|SFL|LCB|RHP|NONE|NONE|STS|NONE|RDS|BGS
    1682.4  x 3  BP-EBKR-1418   V=  2664  ENG|MSL|RCT|SFL|LCB|RHP|NONE|NONE|STS|NONE|RDS|BGS
    1698.4  x 1  BP-BOXD-6581   V=  2667  AEN|MSL|RCT|SFL|LCB|RHP|NONE|NONE|STS|NONE|RDS|BGS
    1701.4  x 1  BP-ISFD-5728   V=  2671  HTE|MSL|RCT|SFL|LCB|RHP|NONE|NONE|STS|NONE|RDS|BGS
    1747.6  x 1  BP-HSVZ-4056   V=  3588  ENG|SSL|RCT|SFL|VCB|BHP|NONE|NONE|NONE|NONE|NONE|NONE
    1826.7  x 1  BP-SSHF-7118   V=  3720  ENG|MSL|RCT|MFL|VCB|BHP|NONE|NONE|NONE|NONE|NONE|NONE
    1843.5  x 4  BP-WIYN-8444   V=  5837  FSE|MSL|QCR|LFL|HCB|LHP|NONE|NONE|NONE|NONE|NONE|NONE
    1968.6  x 1  BP-JRJA-4840   V=  5958  FSE|MSL|HYR|LFL|HCB|LHP|NONE|NONE|NONE|NONE|NONE|NONE
    2029.8  x 1  BP-HBSU-1821   V=  2803  HTE|MSL|HYR|MFL|LCB|RHP|APT|AWH|STS|SRP|RDL|AGS
    2517.4  x 1  BP-VAKC-0378   V=  5688  ENG|SSL|RCT|SFL|HCB|BHP|NONE|NONE|NONE|NONE|NONE|NONE
    2610.2  x 1  BP-KURM-2554   V=  5826  ENG|MSL|QCR|MFL|HCB|BHP|NONE|NONE|NONE|SRP|NONE|NONE
    2611.2  x 1  BP-VWVB-2566   V=  5820  ENG|MSL|RCT|MFL|HCB|BHP|APT|AWH|STS|NONE|NONE|NONE
    2897.8  x 1  BP-IKDW-2041   V=  6242  FSE|LSL|HYR|LFL|HCB|BHP|NONE|NONE|NONE|NONE|NONE|NONE
    5893.6  x 1  BP-CLNY-0000   V=  8532  HTE|LSL|NONE|NONE|HCB|AHP|APT|AWH|STS|SRP|RDL|AGS
